id,trial,block,film_choose_index,film_index_1,film_index_2,r_or_w
11,7,4,8,3,8,1
11,8,4,6,3,6,1
11,9,4,6,4,6,1
11,10,4,8,5,8,1
11,11,4,8,4,8,1
11,12,4,7,5,7,1
11,13,4,1,1,4,0
11,14,4,2,2,4,0
11,15,4,7,3,7,1
11,16,4,2,1,2,1
11,17,4,8,2,8,1
11,18,4,6,5,6,1
11,19,4,3,3,4,0
11,20,4,4,4,5,0
11,21,4,7,6,7,1
11,22,4,2,2,5,0
11,23,4,8,1,8,1
11,24,4,6,1,6,1
11,25,4,3,2,3,1
11,26,4,5,1,5,1
11,27,4,8,7,8,1
11,28,4,6,2,6,1
11,1,5,7,2,7,1
11,2,5,3,3,7,0
11,3,5,5,1,5,1
11,4,5,6,5,6,1
11,5,5,7,4,7,1
11,6,5,2,2,3,0
11,7,5,1,1,2,0
11,8,5,8,1,8,1
11,9,5,3,3,4,0
11,10,5,5,3,5,1
11,11,5,6,3,6,1
11,12,5,6,6,8,0
11,13,5,6,4,6,1
11,14,5,7,1,7,1
11,15,5,6,6,7,0
11,16,5,5,4,5,1
11,17,5,8,4,8,1
11,18,5,6,1,6,1
11,19,5,4,2,4,1
11,20,5,6,2,6,1
11,21,5,8,2,8,1
11,22,5,3,1,3,1
11,23,5,4,1,4,1
11,24,5,8,5,8,1
11,25,5,7,5,7,1
11,26,5,7,7,8,0
11,27,5,8,3,8,1
11,28,5,2,2,5,0
11,1,6,6,4,6,1
11,2,6,6,1,6,1
11,3,6,6,5,6,1
11,4,6,7,1,7,1
11,5,6,2,2,3,0
11,6,6,8,1,8,1
11,7,6,7,4,7,1
11,8,6,6,3,6,1
11,9,6,7,5,7,1
11,10,6,8,7,8,1
11,11,6,8,5,8,1
11,12,6,7,6,7,1
11,13,6,6,2,6,1
11,14,6,5,4,5,1
11,15,6,4,1,4,1
11,16,6,7,2,7,1
11,17,6,5,2,5,1
11,18,6,8,3,8,1
11,19,6,4,2,4,1
11,20,6,3,3,5,0
11,21,6,2,1,2,1
11,22,6,5,1,5,1
11,23,6,8,6,8,1
11,24,6,8,4,8,1
11,25,6,3,3,7,0
11,26,6,8,2,8,1
11,27,6,3,1,3,1
11,28,6,3,3,4,0
11,1,7,8,7,8,1
11,2,7,5,3,5,1
11,3,7,2,2,5,0
11,4,7,8,3,8,1
11,5,7,8,6,8,1
11,6,7,8,1,8,1
11,7,7,7,4,7,1
11,8,7,2,2,3,0
11,9,7,6,1,6,1
11,10,7,6,2,6,1
11,11,7,5,1,5,1
11,12,7,6,4,6,1
11,13,7,3,3,7,0
11,14,7,3,3,4,0
11,15,7,4,4,5,0
11,16,7,7,2,7,1
11,17,7,8,5,8,1
11,18,7,6,5,6,1
11,19,7,8,4,8,1
11,20,7,3,1,3,1
11,21,7,7,6,7,1
11,22,7,2,2,4,0
11,23,7,8,2,8,1
11,24,7,3,3,6,0
11,25,7,7,1,7,1
11,26,7,4,1,4,1
11,27,7,7,5,7,1
11,28,7,2,1,2,1
11,1,8,8,3,8,1
11,2,8,6,4,6,1
11,3,8,6,5,6,1
11,4,8,7,4,7,1
11,5,8,7,3,7,1
11,6,8,5,5,7,0
11,7,8,8,5,8,1
11,8,8,4,1,4,1
11,9,8,2,2,6,0
11,10,8,4,4,5,0
11,11,8,3,2,3,1
11,12,8,1,1,7,0
11,13,8,7,2,7,1
11,14,8,1,1,3,0
11,15,8,8,2,8,1
11,16,8,5,3,5,1
11,17,8,8,1,8,1
11,18,8,2,2,5,0
11,19,8,5,1,5,1
11,20,8,3,3,4,0
11,21,8,2,1,2,1
11,22,8,6,1,6,1
11,23,8,8,4,8,1
11,24,8,7,6,7,1
11,25,8,2,2,4,0
11,26,8,8,6,8,1
11,27,8,6,3,6,1
11,28,8,7,7,8,0
11,1,9,5,1,5,1
11,2,9,6,5,6,1
11,3,9,1,1,4,0
11,4,9,5,4,5,1
11,5,9,3,2,3,1
11,6,9,8,3,8,1
11,7,9,2,2,5,0
11,8,9,4,4,8,0
11,9,9,2,1,2,1
11,10,9,6,4,6,1
11,11,9,7,4,7,1
11,12,9,8,7,8,1
11,13,9,8,5,8,1
11,14,9,3,3,5,0
11,15,9,8,6,8,1
11,16,9,7,2,7,1
11,17,9,6,1,6,1
11,18,9,7,6,7,1
11,19,9,7,3,7,1
11,20,9,3,1,3,1
11,21,9,7,1,7,1
11,22,9,3,3,4,0
11,23,9,8,2,8,1
11,24,9,4,2,4,1
11,25,9,8,1,8,1
11,26,9,7,5,7,1
11,27,9,3,3,6,0
11,28,9,6,2,6,1
11,1,10,5,3,5,1
11,2,10,1,1,2,0
11,3,10,7,4,7,1
11,4,10,7,5,7,1
11,5,10,3,1,3,1
11,6,10,5,2,5,1
11,7,10,4,1,4,1
11,8,10,6,5,6,1
11,9,10,4,2,4,1
11,10,10,8,3,8,1
11,11,10,6,2,6,1
11,12,10,7,7,8,0
11,13,10,8,4,8,1
11,14,10,6,4,6,1
11,15,10,7,2,7,1
11,16,10,3,3,4,0
11,17,10,5,4,5,1
11,18,10,5,1,5,1
11,19,10,7,1,7,1
11,20,10,5,5,8,0
11,21,10,6,3,6,1
11,22,10,6,1,6,1
11,23,10,7,3,7,1
11,24,10,8,2,8,1
11,25,10,8,1,8,1
11,26,10,7,6,7,1
11,27,10,3,2,3,1
11,28,10,8,6,8,1
12,1,1,7,4,7,1
12,2,1,6,6,7,0
12,3,1,3,2,3,1
12,4,1,3,1,3,1
12,5,1,5,5,7,0
12,6,1,8,1,8,1
12,7,1,3,3,7,0
12,8,1,1,1,4,0
12,9,1,2,1,2,1
12,10,1,5,1,5,1
12,11,1,8,3,8,1
12,12,1,6,3,6,1
12,13,1,8,4,8,1
12,14,1,6,2,6,1
12,15,1,3,3,4,0
12,16,1,8,5,8,1
12,17,1,5,2,5,1
12,18,1,7,1,7,1
12,19,1,8,7,8,1
12,20,1,7,2,7,1
12,21,1,8,2,8,1
12,22,1,6,4,6,1
12,23,1,8,6,8,1
12,24,1,5,5,6,0
12,25,1,2,2,4,0
12,26,1,6,1,6,1
12,27,1,5,3,5,1
12,28,1,5,4,5,1
12,1,2,6,3,6,1
12,2,2,8,7,8,1
12,3,2,2,2,6,0
12,4,2,2,2,4,0
12,5,2,6,4,6,1
12,6,2,5,3,5,1
12,7,2,8,5,8,1
12,8,2,8,6,8,1
12,9,2,8,2,8,1
12,10,2,7,1,7,1
12,11,2,1,1,4,0
12,12,2,5,1,5,1
12,13,2,1,1,3,0
12,14,2,3,2,3,1
12,15,2,2,1,2,1
12,16,2,7,3,7,1
12,17,2,8,3,8,1
12,18,2,8,4,8,1
12,19,2,6,1,6,1
12,20,2,5,5,6,0
12,21,2,5,5,7,0
12,22,2,7,4,7,1
12,23,2,5,2,5,1
12,24,2,8,1,8,1
12,25,2,5,4,5,1
12,26,2,3,3,4,0
12,27,2,6,6,7,0
12,28,2,7,2,7,1
12,1,3,1,1,4,0
12,2,3,1,1,3,0
12,3,3,7,2,7,1
12,4,3,2,1,2,1
12,5,3,6,1,6,1
12,6,3,6,4,6,1
12,7,3,8,1,8,1
12,8,3,2,2,4,0
12,9,3,5,5,7,0
12,10,3,8,6,8,1
12,11,3,2,2,3,0
12,12,3,5,3,5,1
12,13,3,5,1,5,1
12,14,3,6,3,6,1
12,15,3,8,4,8,1
12,16,3,7,6,7,1
12,17,3,5,5,6,0
12,18,3,5,4,5,1
12,19,3,8,3,8,1
12,20,3,3,3,4,0
12,21,3,6,2,6,1
12,22,3,5,2,5,1
12,23,3,8,7,8,1
12,24,3,7,1,7,1
12,25,3,7,3,7,1
12,26,3,8,2,8,1
12,27,3,7,4,7,1
12,28,3,8,5,8,1
12,1,4,3,1,3,1
12,2,4,6,3,6,1
12,3,4,8,5,8,1
12,4,4,6,4,6,1
12,5,4,5,3,5,1
12,6,4,5,2,5,1
12,7,4,6,1,6,1
12,8,4,2,1,2,1
12,9,4,6,6,7,0
12,10,4,2,2,4,0
12,11,4,5,1,5,1
12,12,4,5,5,7,0
12,13,4,8,7,8,1
12,14,4,7,4,7,1
12,15,4,7,1,7,1
12,16,4,7,2,7,1
12,17,4,3,3,4,0
12,18,4,3,2,3,1
12,19,4,6,2,6,1
12,20,4,8,4,8,1
12,21,4,5,4,5,1
12,22,4,8,6,8,1
12,23,4,1,1,4,0
12,24,4,8,2,8,1
12,25,4,7,3,7,1
12,26,4,8,1,8,1
12,27,4,8,3,8,1
12,28,4,5,5,6,0
12,1,5,8,1,8,1
12,2,5,7,3,7,1
12,3,5,6,6,7,0
12,4,5,5,2,5,1
12,5,5,8,6,8,1
12,6,5,8,5,8,1
12,7,5,2,1,2,1
12,8,5,7,1,7,1
12,9,5,5,1,5,1
12,10,5,8,2,8,1
12,11,5,5,5,7,0
12,12,5,8,3,8,1
12,13,5,8,7,8,1
12,14,5,6,3,6,1
12,15,5,8,4,8,1
12,16,5,5,4,5,1
12,17,5,5,3,5,1
12,18,5,3,2,3,1
12,19,5,6,2,6,1
12,20,5,1,1,4,0
12,21,5,6,1,6,1
12,22,5,3,1,3,1
12,23,5,7,4,7,1
12,24,5,7,2,7,1
12,25,5,6,4,6,1
12,26,5,2,2,4,0
12,27,5,5,5,6,0
12,28,5,3,3,4,0
12,1,6,8,6,8,1
12,2,6,8,5,8,1
12,3,6,7,3,7,1
12,4,6,5,3,5,1
12,5,6,3,3,4,0
12,6,6,5,5,7,0
12,7,6,6,2,6,1
12,8,6,6,1,6,1
12,9,6,8,1,8,1
12,10,6,3,1,3,1
12,11,6,6,5,6,1
12,12,6,5,1,5,1
12,13,6,7,4,7,1
12,14,6,6,4,6,1
12,15,6,8,7,8,1
12,16,6,5,4,5,1
12,17,6,5,2,5,1
12,18,6,7,1,7,1
12,19,6,8,4,8,1
12,20,6,3,2,3,1
12,21,6,6,6,7,0
12,22,6,7,2,7,1
12,23,6,2,2,4,0
12,24,6,8,3,8,1
12,25,6,1,1,4,0
12,26,6,8,2,8,1
12,27,6,6,3,6,1
12,28,6,2,1,2,1
12,1,7,5,4,5,1
12,2,7,6,1,6,1
12,3,7,8,7,8,1
12,4,7,3,3,4,0
12,5,7,7,2,7,1
12,6,7,6,4,6,1
12,7,7,8,4,8,1
12,8,7,7,1,7,1
12,9,7,6,6,7,0
12,10,7,6,2,6,1
12,11,7,8,6,8,1
12,12,7,5,5,7,0
12,13,7,5,1,5,1
12,14,7,1,1,4,0
12,15,7,5,2,5,1
12,16,7,8,5,8,1
12,17,7,2,2,4,0
12,18,7,6,3,6,1
12,19,7,8,1,8,1
12,20,7,8,2,8,1
12,21,7,3,1,3,1
12,22,7,7,4,7,1
12,23,7,5,3,5,1
12,24,7,2,1,2,1
12,25,7,3,2,3,1
12,26,7,8,3,8,1
12,27,7,7,3,7,1
12,28,7,6,5,6,1
12,1,8,1,1,2,0
12,2,8,5,5,7,0
12,3,8,5,2,5,1
12,4,8,7,4,7,1
12,5,8,7,3,7,1
12,6,8,7,2,7,1
12,7,8,6,3,6,1
12,8,8,6,1,6,1
12,9,8,8,6,8,1
12,10,8,6,4,6,1
12,11,8,8,4,8,1
12,12,8,6,6,7,0
12,13,8,3,3,4,0
12,14,8,5,4,5,1
12,15,8,2,2,3,0
12,16,8,8,2,8,1
12,17,8,8,3,8,1
12,18,8,8,1,8,1
12,19,8,8,5,8,1
12,20,8,7,1,7,1
12,21,8,5,1,5,1
12,22,8,8,7,8,1
12,23,8,5,3,5,1
12,24,8,3,1,3,1
12,25,8,2,2,4,0
12,26,8,6,2,6,1
12,27,8,5,5,6,0
12,28,8,1,1,4,0
12,1,9,8,5,8,1
12,2,9,2,1,2,1
12,3,9,3,1,3,1
12,4,9,5,1,5,1
12,5,9,5,5,7,0
12,6,9,6,1,6,1
12,7,9,5,4,5,1
12,8,9,3,2,3,1
12,9,9,6,3,6,1
12,10,9,7,3,7,1
12,11,9,5,2,5,1
12,12,9,3,3,4,0
12,13,9,8,3,8,1
12,14,9,8,7,8,1
12,15,9,6,4,6,1
12,16,9,8,4,8,1
12,17,9,7,1,7,1
12,18,9,7,2,7,1
12,19,9,8,2,8,1
12,20,9,8,6,8,1
12,21,9,8,1,8,1
12,22,9,7,4,7,1
12,23,9,2,2,4,0
12,24,9,5,5,6,0
12,25,9,1,1,4,0
12,26,9,6,2,6,1
12,27,9,6,6,7,0
12,28,9,5,3,5,1
12,1,10,6,3,6,1
12,2,10,8,7,8,1
12,3,10,2,2,4,0
12,4,10,7,1,7,1
12,5,10,3,1,3,1
12,6,10,1,1,2,0
12,7,10,6,4,6,1
12,8,10,7,4,7,1
12,9,10,5,4,5,1
12,10,10,8,6,8,1
12,11,10,8,4,8,1
12,12,10,5,5,7,0
12,13,10,8,2,8,1
12,14,10,3,3,4,0
12,15,10,6,5,6,1
12,16,10,8,5,8,1
12,17,10,7,2,7,1
12,18,10,7,3,7,1
12,19,10,8,1,8,1
12,20,10,8,3,8,1
12,21,10,6,2,6,1
12,22,10,5,2,5,1
12,23,10,5,3,5,1
12,24,10,1,1,4,0
12,25,10,6,1,6,1
12,26,10,3,2,3,1
12,27,10,6,6,7,0
12,28,10,5,1,5,1
13,1,1,1,1,7,0
13,2,1,1,1,2,0
13,3,1,6,1,6,1
13,4,1,8,5,8,1
13,5,1,8,4,8,1
13,6,1,3,2,3,1
13,7,1,8,2,8,1
13,8,1,5,2,5,1
13,9,1,7,4,7,1
13,10,1,8,6,8,1
13,11,1,6,2,6,1
13,12,1,5,1,5,1
13,13,1,7,3,7,1
13,14,1,1,1,3,0
13,15,1,3,3,4,0
13,16,1,5,5,6,0
13,17,1,5,4,5,1
13,18,1,5,5,7,0
13,19,1,5,3,5,1
13,20,1,6,4,6,1
13,21,1,8,3,8,1
13,22,1,7,6,7,1
13,23,1,8,1,8,1
13,24,1,7,2,7,1
13,25,1,4,2,4,1
13,26,1,8,7,8,1
13,27,1,6,3,6,1
13,28,1,1,1,4,0
13,1,2,1,1,2,0
13,2,2,7,2,7,1
13,3,2,5,4,5,1
13,4,2,8,4,8,1
13,5,2,7,4,7,1
13,6,2,4,2,4,1
13,7,2,4,3,4,1
13,8,2,1,1,4,0
13,9,2,1,1,3,0
13,10,2,5,2,5,1
13,11,2,6,1,6,1
13,12,2,8,1,8,1
13,13,2,7,1,7,1
13,14,2,5,1,5,1
13,15,2,6,3,6,1
13,16,2,8,6,8,1
13,17,2,8,3,8,1
13,18,2,5,3,5,1
13,19,2,3,2,3,1
13,20,2,6,5,6,1
13,21,2,7,3,7,1
13,22,2,8,7,8,1
13,23,2,6,2,6,1
13,24,2,5,5,7,0
13,25,2,8,2,8,1
13,26,2,6,4,6,1
13,27,2,7,6,7,1
13,28,2,8,5,8,1
13,1,3,5,4,5,1
13,2,3,6,3,6,1
13,3,3,5,1,5,1
13,4,3,8,1,8,1
13,5,3,7,1,7,1
13,6,3,6,1,6,1
13,7,3,5,2,5,1
13,8,3,7,3,7,1
13,9,3,8,4,8,1
13,10,3,8,2,8,1
13,11,3,4,2,4,1
13,12,3,8,5,8,1
13,13,3,3,2,3,1
13,14,3,6,2,6,1
13,15,3,1,1,2,0
13,16,3,4,1,4,1
13,17,3,8,3,8,1
13,18,3,7,2,7,1
13,19,3,7,6,7,1
13,20,3,7,4,7,1
13,21,3,8,6,8,1
13,22,3,3,1,3,1
13,23,3,8,7,8,1
13,24,3,7,5,7,1
13,25,3,5,3,5,1
13,26,3,6,4,6,1
13,27,3,4,3,4,1
13,28,3,5,5,6,0
13,1,4,5,2,5,1
13,2,4,7,1,7,1
13,3,4,7,3,7,1
13,4,4,6,2,6,1
13,5,4,5,1,5,1
13,6,4,8,7,8,1
13,7,4,7,6,7,1
13,8,4,8,5,8,1
13,9,4,8,4,8,1
13,10,4,8,3,8,1
13,11,4,3,1,3,1
13,12,4,7,2,7,1
13,13,4,4,2,4,1
13,14,4,7,4,7,1
13,15,4,5,3,5,1
13,16,4,6,4,6,1
13,17,4,8,6,8,1
13,18,4,4,3,4,1
13,19,4,3,2,3,1
13,20,4,6,1,6,1
13,21,4,4,1,4,1
13,22,4,6,5,6,1
13,23,4,6,3,6,1
13,24,4,8,1,8,1
13,25,4,8,2,8,1
13,26,4,7,5,7,1
13,27,4,5,4,5,1
13,28,4,1,1,2,0
13,1,5,7,1,7,1
13,2,5,5,1,5,1
13,3,5,6,4,6,1
13,4,5,4,3,4,1
13,5,5,5,3,5,1
13,6,5,8,1,8,1
13,7,5,8,6,8,1
13,8,5,7,5,7,1
13,9,5,6,3,6,1
13,10,5,6,1,6,1
13,11,5,8,2,8,1
13,12,5,7,6,7,1
13,13,5,5,4,5,1
13,14,5,7,2,7,1
13,15,5,7,3,7,1
13,16,5,3,1,3,1
13,17,5,7,4,7,1
13,18,5,6,2,6,1
13,19,5,5,5,6,0
13,20,5,5,2,5,1
13,21,5,3,2,3,1
13,22,5,4,1,4,1
13,23,5,8,5,8,1
13,24,5,8,4,8,1
13,25,5,8,3,8,1
13,26,5,8,7,8,1
13,27,5,2,1,2,1
13,28,5,4,2,4,1
13,1,6,7,5,7,1
13,2,6,4,3,4,1
13,3,6,7,3,7,1
13,4,6,7,4,7,1
13,5,6,8,6,8,1
13,6,6,5,4,5,1
13,7,6,8,2,8,1
13,8,6,4,1,4,1
13,9,6,6,1,6,1
13,10,6,8,5,8,1
13,11,6,3,2,3,1
13,12,6,6,4,6,1
13,13,6,6,3,6,1
13,14,6,5,1,5,1
13,15,6,8,7,8,1
13,16,6,8,4,8,1
13,17,6,2,1,2,1
13,18,6,4,2,4,1
13,19,6,5,2,5,1
13,20,6,7,1,7,1
13,21,6,5,5,6,0
13,22,6,6,2,6,1
13,23,6,7,2,7,1
13,24,6,8,3,8,1
13,25,6,5,3,5,1
13,26,6,3,1,3,1
13,27,6,8,1,8,1
13,28,6,7,6,7,1
13,1,7,7,6,7,1
13,2,7,8,5,8,1
13,3,7,7,2,7,1
13,4,7,5,5,6,0
13,5,7,6,4,6,1
13,6,7,7,5,7,1
13,7,7,8,6,8,1
13,8,7,3,2,3,1
13,9,7,4,2,4,1
13,10,7,7,1,7,1
13,11,7,8,2,8,1
13,12,7,6,3,6,1
13,13,7,5,4,5,1
13,14,7,8,4,8,1
13,15,7,5,3,5,1
13,16,7,8,3,8,1
13,17,7,7,3,7,1
13,18,7,3,1,3,1
13,19,7,6,1,6,1
13,20,7,5,2,5,1
13,21,7,7,4,7,1
13,22,7,6,2,6,1
13,23,7,4,1,4,1
13,24,7,2,1,2,1
13,25,7,8,1,8,1
13,26,7,8,7,8,1
13,27,7,4,3,4,1
13,28,7,5,1,5,1
13,1,8,5,2,5,1
13,2,8,4,2,4,1
13,3,8,8,1,8,1
13,4,8,4,3,4,1
13,5,8,8,5,8,1
13,6,8,7,1,7,1
13,7,8,5,3,5,1
13,8,8,6,3,6,1
13,9,8,7,3,7,1
13,10,8,7,6,7,1
13,11,8,5,5,6,0
13,12,8,5,1,5,1
13,13,8,8,4,8,1
13,14,8,6,2,6,1
13,15,8,8,7,8,1
13,16,8,8,2,8,1
13,17,8,8,6,8,1
13,18,8,7,2,7,1
13,19,8,3,1,3,1
13,20,8,3,2,3,1
13,21,8,4,1,4,1
13,22,8,2,1,2,1
13,23,8,5,4,5,1
13,24,8,7,5,7,1
13,25,8,8,3,8,1
13,26,8,7,4,7,1
13,27,8,6,1,6,1
13,28,8,6,4,6,1
13,1,9,8,3,8,1
13,2,9,2,1,2,1
13,3,9,7,4,7,1
13,4,9,5,2,5,1
13,5,9,7,6,7,1
13,6,9,6,5,6,1
13,7,9,7,3,7,1
13,8,9,4,3,4,1
13,9,9,5,1,5,1
13,10,9,6,3,6,1
13,11,9,8,1,8,1
13,12,9,8,6,8,1
13,13,9,6,2,6,1
13,14,9,7,1,7,1
13,15,9,7,2,7,1
13,16,9,4,2,4,1
13,17,9,3,1,3,1
13,18,9,8,2,8,1
13,19,9,5,3,5,1
13,20,9,6,4,6,1
13,21,9,7,5,7,1
13,22,9,8,7,8,1
13,23,9,3,2,3,1
13,24,9,8,5,8,1
13,25,9,8,4,8,1
13,26,9,5,4,5,1
13,27,9,6,1,6,1
13,28,9,4,1,4,1
13,1,10,7,5,7,1
13,2,10,2,1,2,1
13,3,10,6,3,6,1
13,4,10,4,3,4,1
13,5,10,5,5,6,0
13,6,10,7,1,7,1
13,7,10,3,1,3,1
13,8,10,5,1,5,1
13,9,10,6,2,6,1
13,10,10,7,4,7,1
13,11,10,5,3,5,1
13,12,10,6,4,6,1
13,13,10,4,2,4,1
13,14,10,8,6,8,1
13,15,10,8,7,8,1
13,16,10,5,2,5,1
13,17,10,7,3,7,1
13,18,10,8,5,8,1
13,19,10,8,3,8,1
13,20,10,8,1,8,1
13,21,10,8,4,8,1
13,22,10,4,1,4,1
13,23,10,7,6,7,1
13,24,10,8,2,8,1
13,25,10,6,1,6,1
13,26,10,7,2,7,1
13,27,10,5,4,5,1
13,28,10,3,2,3,1
14,1,1,7,5,7,1
14,2,1,8,6,8,1
14,3,1,5,1,5,1
14,4,1,8,4,8,1
14,5,1,7,2,7,1
14,6,1,5,3,5,1
14,7,1,5,4,5,1
14,8,1,7,4,7,1
14,9,1,4,3,4,1
14,10,1,6,2,6,1
14,11,1,7,6,7,1
14,12,1,5,2,5,1
14,13,1,3,2,3,1
14,14,1,8,5,8,1
14,15,1,6,5,6,1
14,16,1,6,4,6,1
14,17,1,8,2,8,1
14,18,1,7,1,7,1
14,19,1,6,1,6,1
14,20,1,6,3,6,1
14,21,1,8,3,8,1
14,22,1,4,1,4,1
14,23,1,8,1,8,1
14,24,1,2,1,2,1
14,25,1,3,1,3,1
14,26,1,7,3,7,1
14,27,1,4,2,4,1
14,28,1,8,7,8,1
14,1,2,6,4,6,1
14,2,2,5,3,5,1
14,3,2,4,2,4,1
14,4,2,3,2,3,1
14,5,2,7,6,7,1
14,6,2,7,5,7,1
14,7,2,8,3,8,1
14,8,2,6,5,6,1
14,9,2,6,2,6,1
14,10,2,5,1,5,1
14,11,2,4,3,4,1
14,12,2,7,4,7,1
14,13,2,7,3,7,1
14,14,2,8,4,8,1
14,15,2,3,1,3,1
14,16,2,6,1,6,1
14,17,2,8,1,8,1
14,18,2,8,6,8,1
14,19,2,8,5,8,1
14,20,2,7,2,7,1
14,21,2,8,2,8,1
14,22,2,5,2,5,1
14,23,2,6,3,6,1
14,24,2,7,1,7,1
14,25,2,8,7,8,1
14,26,2,5,4,5,1
14,27,2,2,1,2,1
14,28,2,4,1,4,1
14,1,3,8,3,8,1
14,2,3,7,6,7,1
14,3,3,7,1,7,1
14,4,3,8,6,8,1
14,5,3,3,2,3,1
14,6,3,6,4,6,1
14,7,3,4,2,4,1
14,8,3,5,1,5,1
14,9,3,4,4,7,0
14,10,3,6,2,6,1
14,11,3,8,4,8,1
14,12,3,7,3,7,1
14,13,3,8,1,8,1
14,14,3,6,1,6,1
14,15,3,8,5,8,1
14,16,3,5,4,5,1
14,17,3,4,1,4,1
14,18,3,8,7,8,1
14,19,3,2,1,2,1
14,20,3,5,3,5,1
14,21,3,5,2,5,1
14,22,3,6,5,6,1
14,23,3,3,1,3,1
14,24,3,4,3,4,1
14,25,3,8,2,8,1
14,26,3,7,5,7,1
14,27,3,7,2,7,1
14,28,3,6,3,6,1
14,1,4,7,3,7,1
14,2,4,8,4,8,1
14,3,4,8,6,8,1
14,4,4,7,1,7,1
14,5,4,7,6,7,1
14,6,4,2,1,2,1
14,7,4,7,2,7,1
14,8,4,8,5,8,1
14,9,4,8,2,8,1
14,10,4,3,2,3,1
14,11,4,6,1,6,1
14,12,4,3,1,3,1
14,13,4,5,3,5,1
14,14,4,8,1,8,1
14,15,4,4,1,4,1
14,16,4,5,2,5,1
14,17,4,8,3,8,1
14,18,4,5,4,5,1
14,19,4,7,4,7,1
14,20,4,6,5,6,1
14,21,4,6,3,6,1
14,22,4,6,2,6,1
14,23,4,8,7,8,1
14,24,4,7,5,7,1
14,25,4,4,3,4,1
14,26,4,5,1,5,1
14,27,4,4,2,4,1
14,28,4,6,4,6,1
14,1,5,7,4,7,1
14,2,5,3,1,3,1
14,3,5,6,6,7,0
14,4,5,7,2,7,1
14,5,5,5,3,5,1
14,6,5,8,6,8,1
14,7,5,7,1,7,1
14,8,5,4,3,4,1
14,9,5,7,3,7,1
14,10,5,2,1,2,1
14,11,5,8,7,8,1
14,12,5,8,3,8,1
14,13,5,4,2,4,1
14,14,5,5,1,5,1
14,15,5,8,4,8,1
14,16,5,8,1,8,1
14,17,5,6,2,6,1
14,18,5,6,1,6,1
14,19,5,6,3,6,1
14,20,5,8,5,8,1
14,21,5,4,1,4,1
14,22,5,6,5,6,1
14,23,5,5,4,5,1
14,24,5,5,2,5,1
14,25,5,6,4,6,1
14,26,5,8,2,8,1
14,27,5,7,5,7,1
14,28,5,3,2,3,1
14,1,6,4,2,4,1
14,2,6,8,1,8,1
14,3,6,6,2,6,1
14,4,6,8,3,8,1
14,5,6,8,7,8,1
14,6,6,6,5,6,1
14,7,6,7,4,7,1
14,8,6,8,2,8,1
14,9,6,8,5,8,1
14,10,6,6,4,6,1
14,11,6,5,3,5,1
14,12,6,7,2,7,1
14,13,6,5,1,5,1
14,14,6,8,6,8,1
14,15,6,8,4,8,1
14,16,6,7,1,7,1
14,17,6,5,4,5,1
14,18,6,6,3,6,1
14,19,6,3,2,3,1
14,20,6,3,1,3,1
14,21,6,7,3,7,1
14,22,6,5,2,5,1
14,23,6,6,1,6,1
14,24,6,2,1,2,1
14,25,6,4,1,4,1
14,26,6,4,3,4,1
14,27,6,7,6,7,1
14,28,6,7,5,7,1
14,1,7,7,6,7,1
14,2,7,5,3,5,1
14,3,7,7,4,7,1
14,4,7,8,3,8,1
14,5,7,6,5,6,1
14,6,7,8,5,8,1
14,7,7,6,2,6,1
14,8,7,7,2,7,1
14,9,7,7,5,7,1
14,10,7,4,2,4,1
14,11,7,3,1,3,1
14,12,7,4,3,4,1
14,13,7,5,4,5,1
14,14,7,8,6,8,1
14,15,7,8,4,8,1
14,16,7,8,1,8,1
14,17,7,7,1,7,1
14,18,7,6,1,6,1
14,19,7,8,2,8,1
14,20,7,7,3,7,1
14,21,7,4,1,4,1
14,22,7,3,2,3,1
14,23,7,5,2,5,1
14,24,7,5,1,5,1
14,25,7,8,7,8,1
14,26,7,6,3,6,1
14,27,7,6,4,6,1
14,28,7,2,1,2,1
14,1,8,8,6,8,1
14,2,8,5,2,5,1
14,3,8,6,5,6,1
14,4,8,2,1,2,1
14,5,8,7,6,7,1
14,6,8,6,1,6,1
14,7,8,6,2,6,1
14,8,8,3,2,3,1
14,9,8,7,1,7,1
14,10,8,8,7,8,1
14,11,8,3,1,3,1
14,12,8,5,4,5,1
14,13,8,6,3,6,1
14,14,8,6,4,6,1
14,15,8,4,2,4,1
14,16,8,8,4,8,1
14,17,8,7,4,7,1
14,18,8,8,1,8,1
14,19,8,7,5,7,1
14,20,8,4,1,4,1
14,21,8,5,3,5,1
14,22,8,4,3,4,1
14,23,8,8,3,8,1
14,24,8,7,2,7,1
14,25,8,8,5,8,1
14,26,8,5,1,5,1
14,27,8,8,2,8,1
14,28,8,7,3,7,1
14,1,9,7,4,7,1
14,2,9,8,2,8,1
14,3,9,6,2,6,1
14,4,9,6,4,6,1
14,5,9,1,1,2,0
14,6,9,7,5,7,1
14,7,9,3,2,3,1
14,8,9,4,1,4,1
14,9,9,7,3,7,1
14,10,9,8,7,8,1
14,11,9,8,1,8,1
14,12,9,8,3,8,1
14,13,9,5,1,5,1
14,14,9,5,2,5,1
14,15,9,5,4,5,1
14,16,9,6,1,6,1
14,17,9,7,6,7,1
14,18,9,6,5,6,1
14,19,9,7,1,7,1
14,20,9,8,6,8,1
14,21,9,7,2,7,1
14,22,9,3,1,3,1
14,23,9,8,4,8,1
