id,trial,block,film_choose_index,film_index_1,film_index_2,r_or_w
1,1,1,6,4,6,1
1,2,1,3,1,3,1
1,3,1,5,3,5,1
1,4,1,3,2,3,1
1,5,1,4,4,5,0
1,6,1,8,2,8,1
1,7,1,7,3,7,1
1,8,1,2,1,2,1
1,9,1,4,1,4,1
1,10,1,7,2,7,1
1,11,1,5,1,5,1
1,12,1,7,7,8,0
1,13,1,6,6,8,0
1,14,1,8,1,8,1
1,15,1,7,5,7,1
1,16,1,6,5,6,1
1,17,1,7,4,7,1
1,18,1,4,2,4,1
1,19,1,5,2,5,1
1,20,1,4,3,4,1
1,21,1,8,3,8,1
1,22,1,7,1,7,1
1,23,1,6,3,6,1
1,24,1,6,1,6,1
1,25,1,8,5,8,1
1,26,1,4,4,8,0
1,27,1,6,2,6,1
1,28,1,7,6,7,1
1,1,2,3,2,3,1
1,2,2,6,2,6,1
1,3,2,7,7,8,0
1,4,2,3,1,3,1
1,5,2,7,3,7,1
1,6,2,6,6,8,0
1,7,2,4,2,4,1
1,8,2,6,1,6,1
1,9,2,2,1,2,1
1,10,2,7,6,7,1
1,11,2,3,3,5,0
1,12,2,6,5,6,1
1,13,2,8,3,8,1
1,14,2,4,4,5,0
1,15,2,7,1,7,1
1,16,2,8,5,8,1
1,17,2,6,3,6,1
1,18,2,4,1,4,1
1,19,2,4,3,4,1
1,20,2,7,5,7,1
1,21,2,8,4,8,1
1,22,2,2,2,5,0
1,23,2,7,4,7,1
1,24,2,5,1,5,1
1,25,2,6,4,6,1
1,26,2,7,2,7,1
1,27,2,8,2,8,1
1,28,2,8,1,8,1
1,1,3,5,1,5,1
1,2,3,4,2,4,1
1,3,3,3,2,3,1
1,4,3,8,3,8,1
1,5,3,7,3,7,1
1,6,3,4,1,4,1
1,7,3,4,3,4,1
1,8,3,2,1,2,1
1,9,3,6,3,6,1
1,10,3,4,4,8,0
1,11,3,7,1,7,1
1,12,3,8,5,8,1
1,13,3,5,3,5,1
1,14,3,6,1,6,1
1,15,3,8,1,8,1
1,16,3,7,2,7,1
1,17,3,6,6,8,0
1,18,3,8,2,8,1
1,19,3,7,7,8,0
1,20,3,6,5,6,1
1,21,3,3,1,3,1
1,22,3,7,4,7,1
1,23,3,6,2,6,1
1,24,3,7,5,7,1
1,25,3,5,2,5,1
1,26,3,6,4,6,1
1,27,3,6,6,7,0
1,28,3,4,4,5,0
1,1,4,8,1,8,1
1,2,4,3,1,3,1
1,3,4,5,3,5,1
1,4,4,4,4,8,0
1,5,4,5,1,5,1
1,6,4,4,3,4,1
1,7,4,7,2,7,1
1,8,4,3,2,3,1
1,9,4,2,1,2,1
1,10,4,8,5,8,1
1,11,4,4,2,4,1
1,12,4,8,3,8,1
1,13,4,6,1,6,1
1,14,4,6,4,6,1
1,15,4,7,4,7,1
1,16,4,7,1,7,1
1,17,4,7,3,7,1
1,18,4,6,2,6,1
1,19,4,5,2,5,1
1,20,4,7,7,8,0
1,21,4,4,1,4,1
1,22,4,8,2,8,1
1,23,4,7,5,7,1
1,24,4,6,5,6,1
1,25,4,6,3,6,1
1,26,4,4,4,5,0
1,27,4,6,6,8,0
1,28,4,6,6,7,0
1,1,5,6,4,6,1
1,2,5,7,4,7,1
1,3,5,4,4,5,0
1,4,5,6,5,6,1
1,5,5,7,3,7,1
1,6,5,6,6,7,0
1,7,5,6,3,6,1
1,8,5,6,1,6,1
1,9,5,5,1,5,1
1,10,5,6,2,6,1
1,11,5,7,1,7,1
1,12,5,8,5,8,1
1,13,5,3,2,3,1
1,14,5,4,4,8,0
1,15,5,5,2,5,1
1,16,5,3,1,3,1
1,17,5,4,1,4,1
1,18,5,8,3,8,1
1,19,5,5,3,5,1
1,20,5,2,1,2,1
1,21,5,7,5,7,1
1,22,5,8,1,8,1
1,23,5,4,2,4,1
1,24,5,6,6,8,0
1,25,5,7,2,7,1
1,26,5,4,3,4,1
1,27,5,7,7,8,0
1,28,5,8,2,8,1
1,1,6,7,4,7,1
1,2,6,6,1,6,1
1,3,6,4,4,8,0
1,4,6,4,2,4,1
1,5,6,6,6,8,0
1,6,6,7,2,7,1
1,7,6,8,3,8,1
1,8,6,8,2,8,1
1,9,6,7,7,8,0
1,10,6,4,3,4,1
1,11,6,8,1,8,1
1,12,6,6,4,6,1
1,13,6,6,3,6,1
1,14,6,5,2,5,1
1,15,6,4,1,4,1
1,16,6,5,1,5,1
1,17,6,6,2,6,1
1,18,6,3,1,3,1
1,19,6,7,5,7,1
1,20,6,3,2,3,1
1,21,6,7,3,7,1
1,22,6,4,4,5,0
1,23,6,6,5,6,1
1,24,6,2,1,2,1
1,25,6,5,3,5,1
1,26,6,8,5,8,1
1,27,6,7,6,7,1
1,28,6,7,1,7,1
1,1,7,8,5,8,1
1,2,7,6,5,6,1
1,3,7,6,1,6,1
1,4,7,7,1,7,1
1,5,7,4,4,5,0
1,6,7,6,4,6,1
1,7,7,4,4,8,0
1,8,7,6,3,6,1
1,9,7,8,2,8,1
1,10,7,7,4,7,1
1,11,7,2,1,2,1
1,12,7,7,5,7,1
1,13,7,7,2,7,1
1,14,7,3,2,3,1
1,15,7,4,1,4,1
1,16,7,5,2,5,1
1,17,7,5,1,5,1
1,18,7,4,2,4,1
1,19,7,8,3,8,1
1,20,7,7,7,8,0
1,21,7,8,1,8,1
1,22,7,3,1,3,1
1,23,7,6,2,6,1
1,24,7,5,3,5,1
1,25,7,7,3,7,1
1,26,7,6,6,7,0
1,27,7,6,6,8,0
1,28,7,4,3,4,1
1,1,8,4,2,4,1
1,2,8,2,1,2,1
1,3,8,7,1,7,1
1,4,8,6,6,8,0
1,5,8,6,5,6,1
1,6,8,7,7,8,0
1,7,8,5,3,5,1
1,8,8,6,6,7,0
1,9,8,3,2,3,1
1,10,8,6,2,6,1
1,11,8,6,3,6,1
1,12,8,4,4,5,0
1,13,8,5,1,5,1
1,14,8,5,2,5,1
1,15,8,8,2,8,1
1,16,8,6,1,6,1
1,17,8,4,1,4,1
1,18,8,8,5,8,1
1,19,8,7,5,7,1
1,20,8,4,3,4,1
1,21,8,8,1,8,1
1,22,8,7,2,7,1
1,23,8,3,1,3,1
1,24,8,7,4,7,1
1,25,8,4,4,8,0
1,26,8,6,4,6,1
1,27,8,7,3,7,1
1,28,8,8,3,8,1
1,1,9,6,3,6,1
1,2,9,4,4,5,0
1,3,9,3,2,3,1
1,4,9,4,1,4,1
1,5,9,4,4,8,0
1,6,9,8,1,8,1
1,7,9,7,3,7,1
1,8,9,8,2,8,1
1,9,9,7,7,8,0
1,10,9,7,5,7,1
1,11,9,6,2,6,1
1,12,9,8,3,8,1
1,13,9,7,4,7,1
1,14,9,7,2,7,1
1,15,9,6,6,7,0
1,16,9,5,2,5,1
1,17,9,6,1,6,1
1,18,9,7,1,7,1
1,19,9,4,3,4,1
1,20,9,6,6,8,0
1,21,9,4,2,4,1
1,22,9,6,5,6,1
1,23,9,5,3,5,1
1,24,9,8,5,8,1
1,25,9,6,4,6,1
1,26,9,2,1,2,1
1,27,9,5,1,5,1
1,28,9,3,1,3,1
1,1,10,4,4,8,0
1,2,10,6,6,7,0
1,3,10,7,4,7,1
1,4,10,2,1,2,1
1,5,10,7,1,7,1
1,6,10,6,2,6,1
1,7,10,8,2,8,1
1,8,10,5,1,5,1
1,9,10,5,2,5,1
1,10,10,5,3,5,1
1,11,10,3,2,3,1
1,12,10,7,7,8,0
1,13,10,6,5,6,1
1,14,10,7,3,7,1
1,15,10,8,1,8,1
1,16,10,8,3,8,1
1,17,10,4,2,4,1
1,18,10,7,5,7,1
1,19,10,4,3,4,1
1,20,10,4,1,4,1
1,21,10,7,2,7,1
1,22,10,6,6,8,0
1,23,10,6,3,6,1
1,24,10,6,4,6,1
1,25,10,3,1,3,1
1,26,10,6,1,6,1
1,27,10,8,5,8,1
1,28,10,4,4,5,0
2,1,1,7,4,7,1
2,2,1,8,4,8,1
2,3,1,3,1,3,1
2,4,1,8,2,8,1
2,5,1,7,5,7,1
2,6,1,7,6,7,1
2,7,1,6,1,6,1
2,8,1,6,2,6,1
2,9,1,6,4,6,1
2,10,1,5,1,5,1
2,11,1,8,5,8,1
2,12,1,7,1,7,1
2,13,1,7,2,7,1
2,14,1,6,5,6,1
2,15,1,6,3,6,1
2,16,1,5,2,5,1
2,17,1,8,7,8,1
2,18,1,3,2,3,1
2,19,1,2,1,2,1
2,20,1,7,3,7,1
2,21,1,8,3,8,1
2,22,1,8,6,8,1
2,23,1,8,1,8,1
2,24,1,3,3,5,0
2,25,1,4,2,4,1
2,26,1,4,1,4,1
2,27,1,4,4,5,0
2,28,1,4,3,4,1
2,1,2,5,1,5,1
2,2,2,8,2,8,1
2,3,2,3,1,3,1
2,4,2,5,2,5,1
2,5,2,7,3,7,1
2,6,2,4,3,4,1
2,7,2,8,5,8,1
2,8,2,7,7,8,0
2,9,2,3,2,3,1
2,10,2,7,6,7,1
2,11,2,8,1,8,1
2,12,2,7,2,7,1
2,13,2,6,5,6,1
2,14,2,4,2,4,1
2,15,2,6,1,6,1
2,16,2,8,4,8,1
2,17,2,6,3,6,1
2,18,2,7,4,7,1
2,19,2,6,2,6,1
2,20,2,6,4,6,1
2,21,2,4,1,4,1
2,22,2,7,5,7,1
2,23,2,7,1,7,1
2,24,2,8,3,8,1
2,25,2,3,3,5,0
2,26,2,4,4,5,0
2,27,2,8,6,8,1
2,28,2,2,1,2,1
2,1,3,4,2,4,1
2,2,3,7,3,7,1
2,3,3,8,1,8,1
2,4,3,8,6,8,1
2,5,3,7,5,7,1
2,6,3,7,6,7,1
2,7,3,6,3,6,1
2,8,3,7,4,7,1
2,9,3,4,1,4,1
2,10,3,3,3,5,0
2,11,3,8,4,8,1
2,12,3,8,5,8,1
2,13,3,4,4,5,0
2,14,3,6,4,6,1
2,15,3,3,1,3,1
2,16,3,5,2,5,1
2,17,3,7,2,7,1
2,18,3,4,3,4,1
2,19,3,2,1,2,1
2,20,3,8,3,8,1
2,21,3,6,5,6,1
2,22,3,7,1,7,1
2,23,3,6,2,6,1
2,24,3,5,1,5,1
2,25,3,3,2,3,1
2,26,3,8,2,8,1
2,27,3,8,7,8,1
2,28,3,6,1,6,1
2,1,4,7,3,7,1
2,2,4,7,5,7,1
2,3,4,6,5,6,1
2,4,4,8,7,8,1
2,5,4,4,4,5,0
2,6,4,8,6,8,1
2,7,4,6,2,6,1
2,8,4,3,2,3,1
2,9,4,7,6,7,1
2,10,4,8,3,8,1
2,11,4,7,4,7,1
2,12,4,4,1,4,1
2,13,4,8,2,8,1
2,14,4,8,1,8,1
2,15,4,7,2,7,1
2,16,4,3,3,5,0
2,17,4,8,5,8,1
2,18,4,8,4,8,1
2,19,4,5,2,5,1
2,20,4,2,1,2,1
2,21,4,6,1,6,1
2,22,4,6,3,6,1
2,23,4,5,1,5,1
2,24,4,7,1,7,1
2,25,4,6,4,6,1
2,26,4,4,2,4,1
2,27,4,4,3,4,1
2,28,4,3,1,3,1
2,1,5,7,3,7,1
2,2,5,8,6,8,1
2,3,5,7,4,7,1
2,4,5,8,5,8,1
2,5,5,4,2,4,1
2,6,5,3,1,3,1
2,7,5,7,2,7,1
2,8,5,8,7,8,1
2,9,5,8,2,8,1
2,10,5,4,4,5,0
2,11,5,7,5,7,1
2,12,5,6,1,6,1
2,13,5,4,1,4,1
2,14,5,6,5,6,1
2,15,5,3,2,3,1
2,16,5,2,1,2,1
2,17,5,4,3,4,1
2,18,5,3,3,5,0
2,19,5,8,3,8,1
2,20,5,5,1,5,1
2,21,5,7,1,7,1
2,22,5,5,2,5,1
2,23,5,8,4,8,1
2,24,5,8,1,8,1
2,25,5,7,6,7,1
2,26,5,6,4,6,1
2,27,5,6,2,6,1
2,28,5,6,3,6,1
2,1,6,8,6,8,1
2,2,6,6,2,6,1
2,3,6,5,2,5,1
2,4,6,2,1,2,1
2,5,6,7,1,7,1
2,6,6,7,2,7,1
2,7,6,8,7,8,1
2,8,6,6,4,6,1
2,9,6,7,3,7,1
2,10,6,8,2,8,1
2,11,6,4,4,5,0
2,12,6,5,1,5,1
2,13,6,4,1,4,1
2,14,6,6,1,6,1
2,15,6,3,3,4,0
2,16,6,7,6,7,1
2,17,6,4,2,4,1
2,18,6,3,2,3,1
2,19,6,3,1,3,1
2,20,6,8,1,8,1
2,21,6,6,3,6,1
2,22,6,7,4,7,1
2,23,6,3,3,5,0
2,24,6,6,5,6,1
2,25,6,7,5,7,1
2,26,6,8,4,8,1
2,27,6,8,5,8,1
2,28,6,8,3,8,1
2,1,7,6,4,6,1
2,2,7,3,2,3,1
2,3,7,8,3,8,1
2,4,7,6,3,6,1
2,5,7,7,2,7,1
2,6,7,7,3,7,1
2,7,7,8,5,8,1
2,8,7,5,1,5,1
2,9,7,6,1,6,1
2,10,7,4,1,4,1
2,11,7,4,4,5,0
2,12,7,7,1,7,1
2,13,7,4,2,4,1
2,14,7,3,3,5,0
2,15,7,6,5,6,1
2,16,7,8,7,8,1
2,17,7,7,6,7,1
2,18,7,7,5,7,1
2,19,7,8,6,8,1
2,20,7,8,1,8,1
2,21,7,7,4,7,1
2,22,7,6,2,6,1
2,23,7,5,2,5,1
2,24,7,8,2,8,1
2,25,7,8,4,8,1
2,26,7,2,1,2,1
2,27,7,3,1,3,1
2,28,7,3,3,4,0
2,1,8,4,4,5,0
2,2,8,6,1,6,1
2,3,8,8,5,8,1
2,4,8,3,1,3,1
2,5,8,7,1,7,1
2,6,8,4,3,4,1
2,7,8,8,3,8,1
2,8,8,4,1,4,1
2,9,8,6,2,6,1
2,10,8,7,3,7,1
2,11,8,8,6,8,1
2,12,8,8,2,8,1
2,13,8,4,2,4,1
2,14,8,5,1,5,1
2,15,8,7,5,7,1
2,16,8,6,3,6,1
2,17,8,6,5,6,1
2,18,8,8,4,8,1
2,19,8,3,3,5,0
2,20,8,8,1,8,1
2,21,8,7,4,7,1
2,22,8,7,2,7,1
2,23,8,2,1,2,1
2,24,8,6,4,6,1
2,25,8,7,6,7,1
2,26,8,8,7,8,1
2,27,8,3,2,3,1
2,28,8,5,2,5,1
2,1,9,8,3,8,1
2,2,9,6,1,6,1
2,3,9,2,1,2,1
2,4,9,8,4,8,1
2,5,9,8,5,8,1
2,6,9,3,2,3,1
2,7,9,7,2,7,1
2,8,9,7,5,7,1
2,9,9,7,6,7,1
2,10,9,4,4,5,0
2,11,9,7,3,7,1
2,12,9,7,1,7,1
2,13,9,6,3,6,1
2,14,9,8,7,8,1
2,15,9,6,2,6,1
2,16,9,7,4,7,1
2,17,9,3,1,3,1
2,18,9,5,1,5,1
2,19,9,8,2,8,1
2,20,9,6,5,6,1
2,21,9,4,3,4,1
2,22,9,8,6,8,1
2,23,9,5,2,5,1
2,24,9,4,1,4,1
2,25,9,6,4,6,1
2,26,9,4,2,4,1
2,27,9,3,3,5,0
2,28,9,8,1,8,1
2,1,10,3,2,3,1
2,2,10,6,5,6,1
2,3,10,6,3,6,1
2,4,10,8,6,8,1
2,5,10,8,2,8,1
2,6,10,4,2,4,1
2,7,10,8,5,8,1
2,8,10,5,2,5,1
2,9,10,6,4,6,1
2,10,10,8,3,8,1
2,11,10,7,5,7,1
2,12,10,7,1,7,1
2,13,10,7,4,7,1
2,14,10,7,2,7,1
2,15,10,4,3,4,1
2,16,10,7,3,7,1
2,17,10,7,6,7,1
2,18,10,4,1,4,1
2,19,10,8,4,8,1
2,20,10,6,2,6,1
2,21,10,4,4,5,0
2,22,10,3,3,5,0
2,23,10,5,1,5,1
2,24,10,2,1,2,1
2,25,10,3,1,3,1
2,26,10,8,7,8,1
2,27,10,8,1,8,1
2,28,10,6,1,6,1
3,1,1,8,7,8,1
3,2,1,2,1,2,1
3,3,1,8,1,8,1
3,4,1,3,2,3,1
3,5,1,7,1,7,1
3,6,1,4,2,4,1
3,7,1,5,3,5,1
3,8,1,7,3,7,1
3,9,1,7,6,7,1
3,10,1,4,1,4,1
3,11,1,5,4,5,1
3,12,1,8,5,8,1
3,13,1,8,6,8,1
3,14,1,8,2,8,1
3,15,1,7,2,7,1
3,16,1,5,5,6,0
3,17,1,3,1,3,1
3,18,1,3,3,6,0
3,19,1,5,5,7,0
3,20,1,5,1,5,1
3,21,1,6,4,6,1
3,22,1,8,4,8,1
3,23,1,8,3,8,1
3,24,1,5,2,5,1
3,25,1,6,1,6,1
3,26,1,4,3,4,1
3,27,1,6,2,6,1
3,28,1,7,4,7,1
3,1,2,2,1,2,1
3,2,2,8,5,8,1
3,3,2,8,1,8,1
3,4,2,7,5,7,1
3,5,2,8,4,8,1
3,6,2,8,3,8,1
3,7,2,5,1,5,1
3,8,2,7,4,7,1
3,9,2,5,4,5,1
3,10,2,5,3,5,1
3,11,2,7,3,7,1
3,12,2,7,1,7,1
3,13,2,6,1,6,1
3,14,2,6,3,6,1
3,15,2,4,1,4,1
3,16,2,5,5,6,0
3,17,2,3,2,3,1
3,18,2,3,1,3,1
3,19,2,8,2,8,1
3,20,2,7,6,7,1
3,21,2,3,3,4,0
3,22,2,4,2,4,1
3,23,2,8,6,8,1
3,24,2,5,2,5,1
3,25,2,7,2,7,1
3,26,2,4,4,6,0
3,27,2,6,2,6,1
3,28,2,8,7,8,1
3,1,3,7,4,7,1
3,2,3,6,1,6,1
3,3,3,6,2,6,1
3,4,3,7,1,7,1
3,5,3,5,3,5,1
3,6,3,5,4,5,1
3,7,3,3,2,3,1
3,8,3,8,6,8,1
3,9,3,8,3,8,1
3,10,3,7,3,7,1
3,11,3,7,2,7,1
3,12,3,6,3,6,1
3,13,3,4,3,4,1
3,14,3,5,5,6,0
3,15,3,5,1,5,1
3,16,3,4,1,4,1
3,17,3,4,4,6,0
3,18,3,8,2,8,1
3,19,3,8,7,8,1
3,20,3,5,2,5,1
3,21,3,3,1,3,1
3,22,3,2,1,2,1
3,23,3,8,4,8,1
3,24,3,8,1,8,1
3,25,3,4,2,4,1
3,26,3,5,5,7,0
3,27,3,7,6,7,1
3,28,3,8,5,8,1
3,1,4,3,1,3,1
3,2,4,8,4,8,1
3,3,4,6,3,6,1
3,4,4,7,3,7,1
3,5,4,3,2,3,1
3,6,4,5,4,5,1
3,7,4,6,2,6,1
3,8,4,5,5,8,0
3,9,4,2,1,2,1
3,10,4,4,2,4,1
3,11,4,7,4,7,1
3,12,4,8,7,8,1
3,13,4,5,1,5,1
3,14,4,5,5,6,0
3,15,4,6,1,6,1
3,16,4,4,1,4,1
3,17,4,6,4,6,1
3,18,4,7,2,7,1
3,19,4,5,3,5,1
3,20,4,7,1,7,1
3,21,4,4,3,4,1
3,22,4,5,5,7,0
3,23,4,7,6,7,1
3,24,4,5,2,5,1
3,25,4,8,6,8,1
3,26,4,8,3,8,1
3,27,4,8,1,8,1
3,28,4,8,2,8,1
3,1,5,8,3,8,1
3,2,5,7,4,7,1
3,3,5,8,1,8,1
3,4,5,8,6,8,1
3,5,5,5,5,7,0
3,6,5,7,3,7,1
3,7,5,6,3,6,1
3,8,5,4,2,4,1
3,9,5,8,2,8,1
3,10,5,5,5,6,0
3,11,5,5,1,5,1
3,12,5,6,2,6,1
3,13,5,5,2,5,1
3,14,5,3,2,3,1
3,15,5,5,4,5,1
3,16,5,7,6,7,1
3,17,5,3,1,3,1
3,18,5,6,1,6,1
3,19,5,3,3,4,0
3,20,5,2,1,2,1
3,21,5,8,7,8,1
3,22,5,4,1,4,1
3,23,5,8,4,8,1
3,24,5,7,2,7,1
3,25,5,7,1,7,1
3,26,5,8,5,8,1
3,27,5,5,3,5,1
3,28,5,6,4,6,1
3,1,6,3,3,7,0
3,2,6,4,3,4,1
3,3,6,6,3,6,1
3,4,6,6,2,6,1
3,5,6,8,1,8,1
3,6,6,8,3,8,1
3,7,6,4,4,6,0
3,8,6,2,1,2,1
3,9,6,8,5,8,1
3,10,6,4,2,4,1
3,11,6,8,4,8,1
3,12,6,5,1,5,1
3,13,6,7,1,7,1
3,14,6,8,6,8,1
3,15,6,8,2,8,1
3,16,6,7,4,7,1
3,17,6,8,7,8,1
3,18,6,5,3,5,1
3,19,6,7,2,7,1
3,20,6,6,1,6,1
3,21,6,5,5,7,0
3,22,6,5,4,5,1
3,23,6,5,2,5,1
3,24,6,3,2,3,1
3,25,6,4,1,4,1
3,26,6,5,5,6,0
3,27,6,3,1,3,1
3,28,6,7,6,7,1
3,1,7,4,4,6,0
3,2,7,6,3,6,1
3,3,7,7,5,7,1
3,4,7,8,6,8,1
3,5,7,5,5,6,0
3,6,7,7,3,7,1
3,7,7,5,1,5,1
3,8,7,7,2,7,1
3,9,7,7,4,7,1
3,10,7,4,1,4,1
3,11,7,2,2,4,0
3,12,7,5,2,5,1
3,13,7,6,2,6,1
3,14,7,7,1,7,1
3,15,7,8,1,8,1
3,16,7,3,1,3,1
3,17,7,7,6,7,1
3,18,7,4,3,4,1
3,19,7,8,5,8,1
3,20,7,3,2,3,1
3,21,7,8,4,8,1
3,22,7,7,7,8,0
3,23,7,8,3,8,1
3,24,7,6,1,6,1
3,25,7,5,3,5,1
3,26,7,2,1,2,1
3,27,7,8,2,8,1
3,28,7,5,4,5,1
3,1,8,7,1,7,1
3,2,8,4,1,4,1
3,3,8,4,4,6,0
3,4,8,5,3,5,1
3,5,8,4,3,4,1
3,6,8,3,2,3,1
3,7,8,5,5,6,0
3,8,8,5,2,5,1
3,9,8,6,1,6,1
3,10,8,8,5,8,1
3,11,8,8,2,8,1
3,12,8,2,1,2,1
3,13,8,8,6,8,1
3,14,8,5,4,5,1
3,15,8,8,4,8,1
3,16,8,3,1,3,1
3,17,8,7,3,7,1
3,18,8,5,5,7,0
3,19,8,7,2,7,1
3,20,8,8,3,8,1
3,21,8,5,1,5,1
3,22,8,6,3,6,1
3,23,8,7,4,7,1
3,24,8,4,2,4,1
3,25,8,6,2,6,1
3,26,8,8,7,8,1
3,27,8,8,1,8,1
3,28,8,7,6,7,1
3,1,9,5,5,7,0
3,2,9,7,2,7,1
3,3,9,5,3,5,1
3,4,9,5,5,6,0
3,5,9,5,4,5,1
3,6,9,3,2,3,1
3,7,9,8,7,8,1
3,8,9,2,1,2,1
3,9,9,8,6,8,1
3,10,9,7,6,7,1
3,11,9,8,1,8,1
3,12,9,7,1,7,1
3,13,9,7,4,7,1
3,14,9,7,3,7,1
3,15,9,8,4,8,1
3,16,9,6,2,6,1
3,17,9,8,3,8,1
3,18,9,4,2,4,1
3,19,9,3,1,3,1
3,20,9,4,3,4,1
3,21,9,4,1,4,1
3,22,9,4,4,6,0
3,23,9,5,1,5,1
3,24,9,8,5,8,1
3,25,9,6,3,6,1
3,26,9,8,2,8,1
3,27,9,5,2,5,1
3,28,9,6,1,6,1
3,1,10,6,3,6,1
3,2,10,5,5,6,0
3,3,10,2,1,2,1
3,4,10,7,2,7,1
3,5,10,6,2,6,1
3,6,10,7,1,7,1
3,7,10,8,5,8,1
3,8,10,4,1,4,1
3,9,10,5,1,5,1
3,10,10,8,3,8,1
3,11,10,8,6,8,1
3,12,10,8,4,8,1
3,13,10,5,3,5,1
3,14,10,3,2,3,1
3,15,10,5,2,5,1
3,16,10,7,4,7,1
3,17,10,3,1,3,1
3,18,10,8,1,8,1
3,19,10,7,3,7,1
3,20,10,4,4,5,0
3,21,10,8,2,8,1
3,22,10,4,4,6,0
3,23,10,6,1,6,1
3,24,10,5,5,7,0
3,25,10,8,7,8,1
3,26,10,4,3,4,1
3,27,10,4,2,4,1
3,28,10,7,6,7,1
4,1,1,3,2,3,1
4,2,1,8,4,8,1
4,3,1,7,5,7,1
4,4,1,6,5,6,1
4,5,1,8,3,8,1
4,6,1,6,1,6,1
4,7,1,6,6,7,0
4,8,1,1,1,7,0
4,9,1,6,3,6,1
4,10,1,4,4,5,0
4,11,1,1,1,4,0
4,12,1,8,2,8,1
4,13,1,4,3,4,1
4,14,1,8,7,8,1
4,15,1,1,1,3,0
4,16,1,7,2,7,1
4,17,1,6,4,6,1
4,18,1,6,2,6,1
4,19,1,1,1,2,0
4,20,1,5,3,5,1
4,21,1,7,4,7,1
4,22,1,1,1,5,0
4,23,1,5,2,5,1
4,24,1,4,2,4,1
4,25,1,8,1,8,1
4,26,1,8,6,8,1
4,27,1,8,5,8,1
4,28,1,7,3,7,1
4,1,2,6,6,7,0
4,2,2,1,1,2,0
4,3,2,4,3,4,1
4,4,2,8,4,8,1
4,5,2,6,5,6,1
4,6,2,4,4,7,0
4,7,2,7,2,7,1
4,8,2,5,3,5,1
4,9,2,1,1,5,0
4,10,2,1,1,4,0
4,11,2,8,7,8,1
4,12,2,7,3,7,1
4,13,2,8,6,8,1
4,14,2,1,1,3,0
4,15,2,8,3,8,1
4,16,2,1,1,7,0
4,17,2,8,2,8,1
4,18,2,5,2,5,1
4,19,2,6,4,6,1
4,20,2,7,5,7,1
4,21,2,4,2,4,1
4,22,2,8,5,8,1
4,23,2,6,3,6,1
4,24,2,1,1,6,0
4,25,2,6,2,6,1
4,26,2,4,4,5,0
4,27,2,8,1,8,1
4,28,2,3,2,3,1
4,1,3,6,6,7,0
4,2,3,4,2,4,1
4,3,3,8,1,8,1
4,4,3,8,5,8,1
4,5,3,8,7,8,1
4,6,3,7,2,7,1
4,7,3,7,3,7,1
4,8,3,6,2,6,1
4,9,3,8,2,8,1
4,10,3,4,3,4,1
4,11,3,3,2,3,1
4,12,3,6,5,6,1
4,13,3,8,4,8,1
4,14,3,5,2,5,1
4,15,3,6,3,6,1
4,16,3,1,1,7,0
4,17,3,1,1,2,0
4,18,3,5,3,5,1
4,19,3,4,4,5,0
4,20,3,1,1,5,0
4,21,3,8,6,8,1
4,22,3,4,4,7,0
4,23,3,1,1,3,0
4,24,3,6,4,6,1
4,25,3,7,5,7,1
4,26,3,8,3,8,1
4,27,3,1,1,6,0
4,28,3,1,1,4,0
4,1,4,4,4,5,0
4,2,4,8,5,8,1
4,3,4,8,1,8,1
4,4,4,7,2,7,1
4,5,4,8,3,8,1
4,6,4,5,2,5,1
4,7,4,4,3,4,1
4,8,4,6,1,6,1
4,9,4,6,6,7,0
4,10,4,8,7,8,1
4,11,4,3,2,3,1
4,12,4,6,3,6,1
4,13,4,1,1,4,0
4,14,4,8,2,8,1
4,15,4,7,5,7,1
4,16,4,7,3,7,1
4,17,4,4,2,4,1
4,18,4,5,3,5,1
4,19,4,8,6,8,1
4,20,4,6,4,6,1
4,21,4,6,5,6,1
4,22,4,1,1,3,0
4,23,4,4,4,7,0
4,24,4,1,1,2,0
4,25,4,8,4,8,1
4,26,4,1,1,7,0
4,27,4,6,2,6,1
4,28,4,1,1,5,0
4,1,5,6,5,6,1
4,2,5,5,2,5,1
4,3,5,4,3,4,1
4,4,5,8,6,8,1
4,5,5,8,7,8,1
4,6,5,1,1,5,0
4,7,5,8,2,8,1
4,8,5,7,5,7,1
4,9,5,4,2,4,1
4,10,5,1,1,6,0
4,11,5,6,4,6,1
4,12,5,1,1,7,0
4,13,5,3,2,3,1
4,14,5,6,3,6,1
4,15,5,1,1,4,0
4,16,5,8,4,8,1
4,17,5,6,2,6,1
4,18,5,4,4,5,0
4,19,5,7,2,7,1
4,20,5,7,3,7,1
4,21,5,8,5,8,1
4,22,5,8,1,8,1
4,23,5,8,3,8,1
4,24,5,1,1,3,0
4,25,5,1,1,2,0
4,26,5,5,3,5,1
4,27,5,4,4,7,0
4,28,5,6,6,7,0
4,1,6,7,3,7,1
4,2,6,8,3,8,1
4,3,6,1,1,6,0
4,4,6,8,7,8,1
4,5,6,8,1,8,1
4,6,6,1,1,7,0
4,7,6,1,1,2,0
4,8,6,8,4,8,1
4,9,6,7,5,7,1
4,10,6,4,4,5,0
4,11,6,4,3,4,1
4,12,6,8,6,8,1
4,13,6,7,2,7,1
4,14,6,6,6,7,0
4,15,6,1,1,3,0
4,16,6,5,2,5,1
4,17,6,6,2,6,1
