iter,loss,choice_loss,commit_loss,entropy,edge_recon,accuracy_proxy,sigma,order_bonus,precision,mean_hebb_gate,mean_edge_strength,elapsed_sec
1,1.454341173171997,1.0228677988052368,3.067155361175537,5.932916164398193,0.013083850964903831,0.4821428656578064,2.0016417503356934,1.440869688987732,0.9917716979980469,0.5121128559112549,0.33594998717308044,0.7040252685546875
20,1.6342753171920776,1.1824222803115845,3.194096088409424,5.647019863128662,0.0101864542812109,0.5357142686843872,2.0025229454040527,1.4392554759979248,0.9902888536453247,0.48250651359558105,0.33386704325675964,5.800755977630615
40,1.3522117137908936,0.9791833758354187,2.6644527912139893,5.525933742523193,0.012224999256432056,0.5535714030265808,2.0034754276275635,1.4363889694213867,0.9880520105361938,0.45161211490631104,0.31130045652389526,11.035145044326782
60,1.4773223400115967,1.059714436531067,2.9882113933563232,6.2896575927734375,0.007528944406658411,0.4821428656578064,2.0035483837127686,1.4326306581497192,0.9856811165809631,0.48216482996940613,0.29889142513275146,16.53272318840027
